0	-10.05	-9.045	-8.04	-7.035	-6.03	-5.025	-4.02	-3.015	-2.01	-1.005	0.0	1.005	2.01	3.015	4.02	5.025	6.03	7.035	8.04	9.045	10.05
-0.15	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09	-1.31171502424e-09
-0.149	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10	-3.43647556673e-10
-0.148	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10	7.95468885591e-10
-0.147	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09	-1.57042154743e-09
-0.146	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10	-4.11370538392e-10
-0.145	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10	-7.13894976423e-10
-0.144	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09	1.55609666834e-09
-0.143	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09	-1.15959930842e-09
-0.142	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09	-1.08806147518e-09
-0.141	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09	-1.64378198729e-09
-0.14	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09	-1.13929449683e-09
-0.139	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09	-2.5967891008e-09
-0.138	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09	-3.922933495e-09
-0.137	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09	-3.79094567011e-09
