#F tmpPSD.dat
#S 1  power spectral density
#N 5
#L  freq[m^-1]  psd_heights[m^3]  psd_slopes[rad^3]  csd_h  csd_s
1.883333333333333428e+02 8.302396179536626413e-24 1.479538278148821754e-17 9.999997883062570203e-01 9.805407621328169343e-01
1.891666666666666856e+02 6.682854509301146791e-24 1.204481071875097447e-17 9.999997899295171022e-01 9.805648399487933986e-01
1.900000000000000000e+02 7.990369009080490061e-23 1.456496744791846819e-16 9.999997993089051462e-01 9.807062926672652781e-01
1.908333333333333428e+02 9.237951129437275869e-24 1.702992430309091352e-17 9.999998089650713462e-01 9.808521956798271768e-01
1.916666666666666856e+02 1.227393471743435251e-23 2.288258500094314317e-17 9.999998112953215612e-01 9.808879888341709430e-01
1.925000000000000284e+02 9.814546501041306166e-24 1.850400549285055277e-17 9.999998136880309252e-01 9.809251025510350441e-01
1.933333333333333428e+02 2.730795940651487822e-24 5.206539750765897117e-18 9.999998150469908698e-01 9.809463645170073409e-01
1.941666666666666856e+02 2.666861483410841978e-24 5.141800131265246551e-18 9.999998156316858289e-01 9.809556440431830282e-01
1.950000000000000284e+02 3.346767613581722822e-23 6.525076625480550431e-17 9.999998195459179895e-01 9.810187638832282842e-01
1.958333333333333428e+02 3.786843126146260574e-24 7.465749303252751541e-18 9.999998235814709924e-01 9.810839633054836417e-01
1.966666666666666856e+02 7.214547452413592759e-24 1.438242382889586826e-17 9.999998247731840539e-01 9.811035520701678614e-01
1.975000000000000000e+02 3.990067307544330095e-24 8.043057013802003786e-18 9.999998259869110617e-01 9.811236580340837454e-01
1.983333333333333428e+02 4.693329902123287139e-23 9.566016959968573398e-17 9.999998315031262131e-01 9.812166296496357409e-01
1.991666666666666856e+02 3.027596964143258907e-23 6.239483319973119136e-17 9.999998398667312438e-01 9.813583115672176449e-01
2.000000000000000284e+02 1.028923980517375621e-23 2.144005453219996970e-17 9.999998442609108196e-01 9.814334536084547977e-01
2.008333333333333428e+02 1.222502871879080368e-23 2.575586861376936354e-17 9.999998466997429558e-01 9.814757532514398752e-01
2.016666666666666856e+02 4.062969997662278666e-24 8.654569923921529544e-18 9.999998484641217100e-01 9.815065926743297142e-01
2.025000000000000284e+02 5.300444520183137459e-24 1.141515297778546636e-17 9.999998494784029246e-01 9.815245791721326496e-01
2.033333333333333428e+02 1.294970106866330592e-23 2.819609170050773533e-17 9.999998514553286588e-01 9.815600778263671167e-01
2.041666666666666856e+02 6.016437147984561202e-24 1.324404354654458464e-17 9.999998535098137964e-01 9.815972141147208951e-01
2.050000000000000000e+02 9.491882474712178704e-25 2.112409365003893833e-18 9.999998542643571131e-01 9.816109753361809132e-01
2.058333333333333712e+02 3.496701581276472665e-23 7.867222665562654384e-17 9.999998581549385257e-01 9.816833648711392746e-01
2.066666666666666856e+02 1.387505703524324941e-23 3.155931484561823997e-17 9.999998634456997992e-01 9.817821325926940901e-01
2.075000000000000284e+02 1.023670866227247801e-23 2.353834786644287071e-17 9.999998660575789566e-01 9.818314965044167009e-01
2.083333333333333428e+02 1.668423528009328287e-23 3.878268395070277646e-17 9.999998689737591429e-01 9.818873290925568265e-01
2.091666666666666856e+02 1.469594966830462115e-23 3.453332213806129519e-17 9.999998723729813799e-01 9.819530078686421470e-01
2.100000000000000000e+02 2.380906875696067969e-24 5.655690512482991868e-18 9.999998742228121129e-01 9.819890085817897241e-01
2.108333333333333428e+02 3.835580483821935406e-24 9.210227795815439432e-18 9.999998748962058981e-01 9.820023249134586241e-01
2.116666666666666856e+02 8.277800792250148095e-25 2.009296159899384339e-18 9.999998754013591507e-01 9.820123748223568150e-01
2.125000000000000284e+02 3.161719362191568586e-24 7.757750836288968692e-18 9.999998758335170157e-01 9.820211235886493473e-01
2.133333333333333712e+02 1.926992810710718409e-23 4.779363731097252188e-17 9.999998782633993111e-01 9.820708818866275003e-01
2.141666666666666856e+02 5.367811468808648767e-24 1.345732758142386346e-17 9.999998809322540039e-01 9.821257424676576031e-01
2.150000000000000284e+02 7.702826145794378675e-24 1.951989556346732526e-17 9.999998823481157650e-01 9.821552778699969011e-01
2.158333333333333428e+02 1.101741022651395093e-23 2.822065709967719817e-17 9.999998843759637657e-01 9.821980341849467777e-01
2.166666666666666856e+02 1.402210838918181862e-23 3.630409821064511971e-17 9.999998870883407553e-01 9.822558194305628376e-01
2.175000000000000000e+02 3.615239540942907807e-25 9.460820632392783297e-19 9.999998886464310788e-01 9.822891773401336568e-01
2.183333333333333428e+02 9.678597060288275987e-24 2.560049370629673282e-17 9.999998897340154347e-01 9.823129493733502304e-01
2.191666666666666572e+02 7.058712023321044192e-24 1.887124435976512673e-17 9.999998915470651450e-01 9.823527718131100928e-01
2.200000000000000284e+02 1.386624875274969194e-23 3.746867055286480305e-17 9.999998938137373283e-01 9.824032193531481161e-01
2.208333333333333712e+02 9.067028901606267294e-24 2.476302732914373611e-17 9.999998962979580464e-01 9.824589394663547637e-01
2.216666666666666856e+02 5.505509724321669181e-24 1.519711199945066712e-17 9.999998978765114455e-01 9.824947167291138150e-01
2.225000000000000284e+02 6.080708512578974326e-24 1.696438021656589126e-17 9.999998991315750541e-01 9.825235107314935767e-01
2.233333333333333428e+02 3.626451247726482424e-24 1.022542956734004629e-17 9.999999001830920387e-01 9.825478529564243280e-01
2.241666666666666856e+02 6.960440264256901981e-24 1.983572566772663711e-17 9.999999013299046835e-01 9.825747651092699986e-01
2.250000000000000000e+02 4.822192946470572214e-25 1.388876157670676590e-18 9.999999021361221097e-01 9.825937659220731479e-01
2.258333333333333428e+02 1.669193460242887636e-23 4.858801931447598770e-17 9.999999039964925229e-01 9.826385050810900745e-01
2.266666666666666856e+02 1.767721865719931814e-24 5.200393354198433227e-18 9.999999059961133252e-01 9.826866540224720170e-01
2.275000000000000284e+02 1.452053854108244195e-23 4.317188527971012766e-17 9.999999077605202791e-01 9.827299526722172995e-01
2.283333333333333428e+02 4.893238135058432004e-24 1.470303847093279904e-17 9.999999098634950734e-01 9.827817547554704714e-01
2.291666666666666856e+02 2.508281379378229081e-23 7.616860470767185665e-17 9.999999131106163119e-01 9.828630856893594281e-01
2.300000000000000284e+02 8.686966282605161854e-24 2.665959632735557419e-17 9.999999167686884904e-01 9.829551097337101417e-01
2.308333333333333428e+02 1.211671526274629630e-23 3.757965911833068618e-17 9.999999190222232937e-01 9.830125950000716539e-01
2.316666666666666856e+02 6.889403690592065976e-24 2.159379684647309525e-17 9.999999210810390782e-01 9.830655441008435691e-01
2.325000000000000000e+02 2.208184989124070593e-24 6.994543046773590527e-18 9.999999220665246602e-01 9.830911242601606537e-01
2.333333333333333712e+02 1.015786528323603655e-24 3.251622051344798647e-18 9.999999224157576361e-01 9.831002921203643163e-01
2.341666666666666856e+02 1.771915289576297956e-24 5.732071696505295940e-18 9.999999227177321925e-01 9.831083303011733943e-01
2.350000000000000284e+02 4.961096137139365815e-25 1.621865388771689059e-18 9.999999229634134457e-01 9.831149102045110277e-01
2.358333333333333428e+02 6.425385288164810590e-24 2.122767488827252815e-17 9.999999237131763641e-01 9.831353544506620246e-01
2.366666666666666856e+02 2.847762870006199905e-24 9.507599501257636511e-18 9.999999247176794004e-01 9.831628536557435183e-01
2.375000000000000284e+02 7.142657015924010364e-24 2.409841587882613267e-17 9.999999257998800628e-01 9.831929204657091637e-01
2.383333333333333428e+02 8.033843734634983393e-24 2.739123969539213588e-17 9.999999274438567953e-01 9.832389857232139985e-01
2.391666666666666856e+02 1.733027124118056600e-23 5.971059118077577184e-17 9.999999301913951033e-01 9.833169065260369823e-01
2.400000000000000000e+02 3.306738166698466355e-25 1.151335090279714932e-18 9.999999321044964473e-01 9.833713495949210071e-01
2.408333333333333712e+02 1.103571295939236964e-24 3.882903493537227168e-18 9.999999322598593920e-01 9.833758527580681585e-01
2.416666666666666856e+02 2.976871664861122668e-24 1.058446842803082386e-17 9.999999327018685991e-01 9.833887938130360107e-01
2.425000000000000284e+02 1.984204945120226188e-24 7.129298564425830476e-18 9.999999332392713880e-01 9.834046385344217267e-01
2.433333333333333428e+02 6.007201501257652827e-24 2.181134928235253990e-17 9.999999341049312651e-01 9.834305249973438467e-01
2.441666666666666856e+02 8.685240730449121324e-24 3.186699395204074351e-17 9.999999356964730524e-01 9.834785367157793390e-01
2.450000000000000000e+02 1.937360226790201493e-23 7.183192323003191102e-17 9.999999387359145286e-01 9.835712818835078419e-01
2.458333333333333428e+02 1.148859608964610759e-25 4.304483527906281025e-19 9.999999408469824047e-01 9.836359059877995970e-01
2.466666666666666856e+02 6.104137907380205282e-24 2.311131316766110663e-17 9.999999415206509701e-01 9.836569584243888276e-01
2.475000000000000284e+02 5.052870423373683655e-24 1.933232065472041406e-17 9.999999427292209919e-01 9.836949128955879695e-01
2.483333333333333712e+02 4.594201132839783175e-24 1.776236734343267767e-17 9.999999437742287389e-01 9.837280829671153359e-01
2.491666666666666856e+02 5.014255766440452277e-24 1.959033828441628324e-17 9.999999448150537207e-01 9.837614826279065250e-01
2.500000000000000284e+02 6.004193372493201370e-24 2.370469946772034732e-17 9.999999460086143044e-01 9.838001943237005831e-01
2.508333333333333428e+02 3.441336786032047391e-24 1.372938659929178817e-17 9.999999470317904038e-01 9.838336642977791868e-01
2.516666666666666856e+02 2.289404787861943961e-23 9.229765936232376291e-17 9.999999498845403290e-01 9.839284573470907791e-01
2.525000000000000000e+02 3.584159208721102008e-24 1.460157254331400703e-17 9.999999527527612120e-01 9.840240209261058579e-01
2.533333333333333428e+02 8.002309269537238075e-24 3.294368099150894450e-17 9.999999540078521321e-01 9.840665214733301802e-01
2.541666666666666572e+02 4.741781366531789086e-24 1.972618556640316403e-17 9.999999553883408554e-01 9.841136007525735918e-01
2.550000000000000000e+02 1.569729245170607697e-24 6.598900821774364258e-18 9.999999560720278513e-01 9.841371307463437912e-01
2.558333333333333428e+02 7.788379814679784865e-26 3.308566196756064286e-19 9.999999562505036410e-01 9.841433246362565335e-01
2.566666666666666288e+02 3.205492977521465137e-24 1.376049653728251033e-17 9.999999566061716916e-01 9.841559195153358752e-01
2.575000000000000000e+02 6.420490629868561055e-24 2.785190481699966004e-17 9.999999576488950437e-01 9.841931118204901852e-01
2.583333333333333712e+02 4.121443750834553751e-24 1.806693317744747964e-17 9.999999587908378063e-01 9.842341514986773232e-01
2.591666666666666856e+02 8.829927215028372637e-24 3.911484833237399048e-17 9.999999601937800131e-01 9.842852549709695253e-01
2.600000000000000000e+02 3.073262587171974008e-27 1.375735286926723761e-20 9.999999611506044106e-01 9.843202227550598149e-01
2.608333333333333144e+02 4.939813311501333922e-24 2.234589559824362678e-17 9.999999616860369978e-01 9.843402041901139210e-01
2.616666666666666856e+02 4.356074618706419638e-24 1.991296944108831494e-17 9.999999626930031749e-01 9.843779672091649280e-01
2.625000000000000000e+02 4.111317107681478240e-24 1.899226543220474620e-17 9.999999636102234746e-01 9.844127321040931911e-01
2.633333333333333144e+02 6.821591034681278295e-24 3.184478138185000113e-17 9.999999647945179149e-01 9.844581571635923067e-01
2.641666666666666856e+02 5.411757676974275535e-24 2.552992710492254248e-17 9.999999661196812273e-01 9.845094213838031516e-01
2.650000000000000000e+02 5.908786810816456482e-24 2.816891790720836718e-17 9.999999673459660787e-01 9.845573988070409621e-01
2.658333333333333144e+02 1.824191813008270445e-24 8.788303618331285406e-18 9.999999681836319043e-01 9.845904170093169316e-01
2.666666666666666288e+02 9.207702436455902526e-24 4.482814382848677373e-17 9.999999693786489896e-01 9.846383168754173631e-01
2.675000000000000000e+02 1.021638818567466970e-24 5.026482194089437875e-18 9.999999704867306161e-01 9.846828539145948689e-01
2.683333333333333144e+02 2.967259070279586178e-24 1.475339561052395676e-17 9.999999709188233110e-01 9.847005234758167136e-01
2.691666666666666288e+02 6.458877867086583775e-25 3.245383027398660628e-18 9.999999713102132315e-01 9.847166016879500550e-01
2.699999999999999432e+02 8.789934466587053863e-25 4.463439228030267098e-18 9.999999714753942115e-01 9.847234878571052841e-01
2.708333333333333144e+02 4.035830453494976297e-25 2.071070419308728268e-18 9.999999716143277428e-01 9.847293249936466264e-01
2.716666666666666856e+02 1.624556001622870107e-24 8.425149107050779777e-18 9.999999718340235599e-01 9.847387009677576186e-01
2.725000000000000000e+02 1.301054601140801437e-24 6.819028561558208798e-18 9.999999721509370554e-01 9.847523179987434094e-01
2.733333333333333712e+02 1.969143114680783196e-24 1.043017504925311461e-17 9.999999725051773591e-01 9.847677258143491263e-01
2.741666666666666856e+02 1.190643528965699703e-24 6.373629046331279523e-18 9.999999728474576743e-01 9.847827355459426446e-01
2.750000000000000000e+02 2.446095784541063393e-25 1.323343872402027468e-18 9.999999730029296430e-01 9.847896106685775086e-01
2.758333333333333144e+02 4.841045766883660120e-25 2.646892530068238780e-18 9.999999730818668331e-01 9.847931569611287905e-01
2.766666666666666856e+02 8.306855642630379143e-25 4.590240361981891258e-18 9.999999732242897954e-01 9.847996212764544843e-01
2.775000000000000000e+02 3.659232038775493640e-25 2.043592341203206751e-18 9.999999733539111091e-01 9.848055466777557720e-01
2.783333333333333144e+02 3.377763925680308943e-25 1.906528068674205629e-18 9.999999734301385779e-01 9.848090749452477199e-01
2.791666666666666288e+02 2.874280600982268325e-24 1.639671479498837081e-17 9.999999737780808085e-01 9.848254233291939830e-01
2.800000000000000000e+02 2.894544008625350151e-25 1.668883085658782882e-18 9.999999741207887816e-01 9.848415591834628335e-01
2.808333333333333144e+02 4.170953678840544378e-25 2.430544873559284743e-18 9.999999741973248923e-01 9.848452206790703212e-01
2.816666666666666288e+02 1.480474637992888490e-24 8.719595694503511631e-18 9.999999744028770232e-01 9.848551796071950415e-01
2.825000000000000000e+02 7.577214001865549190e-25 4.510625220079429636e-18 9.999999746453270832e-01 9.848669962620387741e-01
2.833333333333333144e+02 6.501797166829414568e-25 3.911985833406879121e-18 9.999999747978363107e-01 9.848745188961027797e-01
2.841666666666666288e+02 3.999758196950709718e-25 2.432423822615143808e-18 9.999999749115930925e-01 9.848801853518278637e-01
2.849999999999999432e+02 1.798716896820154500e-24 1.105643473882947415e-17 9.999999751497640199e-01 9.848922327032143542e-01
2.858333333333333712e+02 3.255693772019495436e-24 2.022776447769976419e-17 9.999999756972770548e-01 9.849201731021796080e-01
2.866666666666666856e+02 1.482293245454460528e-25 9.308847624688825352e-19 9.999999760660029935e-01 9.849390697675797224e-01
2.875000000000000000e+02 9.537122883602106519e-26 6.053996536566553990e-19 9.999999760923908854e-01 9.849404418000541339e-01
2.883333333333333144e+02 7.079892236566950614e-25 4.542763436895820220e-18 9.999999761794138298e-01 9.849450395330402452e-01
2.891666666666666856e+02 5.995968531015264112e-24 3.888904985444840868e-17 9.999999769056123755e-01 9.849838268595589863e-01
2.900000000000000000e+02 3.331884975041900116e-24 2.184431711598329413e-17 9.999999779160411162e-01 9.850380629948357614e-01
2.908333333333333144e+02 1.081426196055261267e-27 7.166910123482005421e-21 9.999999782770807588e-01 9.850575760852147145e-01
2.916666666666666856e+02 9.637146792095087714e-26 6.456191547182088214e-19 9.999999782876373144e-01 9.850581590087147399e-01
2.925000000000000000e+02 3.261979993499313911e-24 2.209064981752449681e-17 9.999999786514268685e-01 9.850784617781803698e-01
2.933333333333333144e+02 1.468599903904939600e-24 1.005394513593456031e-17 9.999999791638612967e-01 9.851071651713539934e-01
2.941666666666666288e+02 7.713366486809141785e-25 5.338134336430322465e-18 9.999999794064998726e-01 9.851209091737613832e-01
2.950000000000000000e+02 1.423003155546864748e-24 9.955676126117848662e-18 9.999999796441991773e-01 9.851345652392071717e-01
2.958333333333333144e+02 1.073583454540137750e-24 7.593238976373011916e-18 9.999999799146389590e-01 9.851502346871067184e-01
2.966666666666666288e+02 2.426044346266759063e-25 1.734696504460934923e-18 9.999999800572136888e-01 9.851585635107353855e-01
2.974999999999999432e+02 4.507909241704473130e-24 3.258672690424214996e-17 9.999999805718073898e-01 9.851892081725243111e-01
2.983333333333333144e+02 1.244738371069000984e-25 9.096868483274818067e-19 9.999999810736048822e-01 9.852191152866278667e-01
2.991666666666666856e+02 6.476022492739559809e-25 4.784957162218669260e-18 9.999999811572390929e-01 9.852241996322255169e-01
3.000000000000000000e+02 1.909499764618056849e-24 1.426438141391013486e-17 9.999999814342341864e-01 9.852412072510816632e-01
3.008333333333333712e+02 1.200251033312827016e-24 9.065191178978945294e-18 9.999999817710943928e-01 9.852620359459168808e-01
3.016666666666666856e+02 1.272756720347801006e-24 9.719186093765861249e-18 9.999999820389799954e-01 9.852788063601609636e-01
3.025000000000000000e+02 1.555239329760073892e-24 1.200796966818936801e-17 9.999999823453195047e-01 9.852982036874993188e-01
3.033333333333333144e+02 1.267831715479292411e-24 9.897607094127217614e-18 9.999999826511252188e-01 9.853177599169652412e-01
3.041666666666666856e+02 1.617945107871132840e-24 1.277136101597186670e-17 9.999999829637237214e-01 9.853379972562943401e-01
3.050000000000000000e+02 3.299588451502115030e-24 2.633581062063833810e-17 9.999999834964097278e-01 9.853729085478635241e-01
3.058333333333333144e+02 1.673402757005906967e-25 1.350547284047609051e-18 9.999999838719608736e-01 9.853976236379363707e-01
3.066666666666666288e+02 1.307846604710896804e-25 1.067327175197047630e-18 9.999999839042549299e-01 9.853997819994801954e-01
3.075000000000000000e+02 9.746415712920048549e-25 8.043153298759933767e-18 9.999999840239988114e-01 9.854079146003889011e-01
3.083333333333333144e+02 2.251228017917819912e-24 1.878671893832233112e-17 9.999999843734374005e-01 9.854318642803261419e-01
3.091666666666666288e+02 9.892823816294345636e-25 8.348555071520273637e-18 9.999999847244619433e-01 9.854560859850646226e-01
3.100000000000000000e+02 4.638304368582804704e-24 3.958399255784128727e-17 9.999999853340636458e-01 9.854988704634911612e-01
3.108333333333333144e+02 9.620879833747230407e-25 8.303369187261215863e-18 9.999999859407195935e-01 9.855416127543638050e-01
3.116666666666666288e+02 6.411696838349461416e-25 5.596310623287921120e-18 9.999999861143906710e-01 9.855540186901624589e-01
3.124999999999999432e+02 4.847963178777264686e-25 4.279447124779213739e-18 9.999999862363596614e-01 9.855628330441098539e-01
3.133333333333333712e+02 5.307081763547386996e-25 4.737989275665193570e-18 9.999999863463630012e-01 9.855708812565306953e-01
3.141666666666666856e+02 4.354358407843901419e-25 3.931723900844721200e-18 9.999999864510193959e-01 9.855786190582043194e-01
3.150000000000000000e+02 5.640372005245894184e-25 5.151075508977483525e-18 9.999999865592862358e-01 9.855867254781200959e-01
3.158333333333333144e+02 6.282156210880570283e-25 5.802847984707629475e-18 9.999999866884355937e-01 9.855965017920058635e-01
3.166666666666666856e+02 7.582583317180501673e-25 7.084400402365882396e-18 9.999999868386237889e-01 9.856080034631139464e-01
3.175000000000000000e+02 1.946914053034020423e-25 1.839913776882450599e-18 9.999999869418508824e-01 9.856159681976971454e-01
3.183333333333333144e+02 6.252033075642720420e-26 5.976518497371328992e-19 9.999999869697130395e-01 9.856181436548790975e-01
3.191666666666666856e+02 1.931483943645040470e-25 1.867695746197427203e-18 9.999999869974081079e-01 9.856203439017852119e-01
3.200000000000000000e+02 3.379482878067083650e-25 3.305713516038534844e-18 9.999999870549385328e-01 9.856249609944726098e-01
3.208333333333333144e+02 2.883454546078638265e-24 2.853251879773674771e-17 9.999999874038931758e-01 9.856533750632188173e-01
3.216666666666666288e+02 5.068428404758302500e-24 5.073698523939366537e-17 9.999999882652714778e-01 9.857241156692690964e-01
3.225000000000000000e+02 1.215297524462306262e-24 1.230752690760470278e-17 9.999999889459487701e-01 9.857803733659007417e-01
3.233333333333333144e+02 1.079985735840479450e-24 1.106511007904995586e-17 9.999999891945826613e-01 9.858012290954110135e-01
3.241666666666666288e+02 5.836475744791244547e-25 6.049936913158722673e-18 9.999999893747938406e-01 9.858165008103751958e-01
3.250000000000000000e+02 5.427438458588216383e-25 5.692075065243647707e-18 9.999999894968087943e-01 9.858269780423840611e-01
3.258333333333333144e+02 2.147655326023525794e-24 2.278920424209262342e-17 9.999999897882433375e-01 9.858523910244121335e-01
3.266666666666666288e+02 1.079253521589579845e-25 1.158751859814093952e-18 9.999999900325764468e-01 9.858737585526150538e-01
3.275000000000000000e+02 2.240269909030922986e-25 2.433791928641311293e-18 9.999999900685346832e-01 9.858769639545176267e-01
3.283333333333333712e+02 6.230378965286936953e-26 6.849007620279604302e-19 9.999999900995512059e-01 9.858797465603017507e-01
3.291666666666666856e+02 2.045137619267579394e-25 2.274992552610401832e-18 9.999999901284538639e-01 9.858823874725108904e-01
3.300000000000000000e+02 1.400148712585962017e-24 1.576123537100214232e-17 9.999999903022770420e-01 9.858984798234601277e-01
3.308333333333333144e+02 3.672012098592823519e-25 4.183053836549247477e-18 9.999999904937232342e-01 9.859162742861935502e-01
3.316666666666666856e+02 8.780794142198875386e-27 1.012304685641520742e-19 9.999999905344509887e-01 9.859200967188130882e-01
3.325000000000000000e+02 5.524063954968006715e-25 6.445243327530259980e-18 9.999999905952409174e-01 9.859259374451909697e-01
3.333333333333333144e+02 2.928980797336379936e-25 3.458721643298942925e-18 9.999999906868074495e-01 9.859347736401706808e-01
3.341666666666666856e+02 3.717819667071420639e-25 4.443461354673065594e-18 9.999999907588081882e-01 9.859418238132472423e-01
3.350000000000000000e+02 6.675555962151191996e-25 8.075516282828796376e-18 9.999999908713932406e-01 9.859529928969831269e-01
3.358333333333333144e+02 5.841119040659277644e-26 7.152283027074775629e-19 9.999999909500326689e-01 9.859608356792449735e-01
3.366666666666666288e+02 5.824737441135749168e-26 7.219498311638015524e-19 9.999999909626696715e-01 9.859621178713171563e-01
3.375000000000000000e+02 2.649027869512453025e-25 3.323653354660459662e-18 9.999999909976745593e-01 9.859657271855299943e-01
3.383333333333333144e+02 1.069604430585833352e-24 1.358525093744817632e-17 9.999999911422334797e-01 9.859808124440706534e-01
3.391666666666666288e+02 3.978579652518783105e-25 5.115696911321794065e-18 9.999999913011946573e-01 9.859974962033222212e-01
3.399999999999999432e+02 2.353176734286843075e-25 3.063238615942872070e-18 9.999999913697825704e-01 9.860047928244891624e-01
3.408333333333333712e+02 2.516597107472443163e-25 3.316706368127825907e-18 9.999999914225339293e-01 9.860104844863020190e-01
3.416666666666666856e+02 1.231305335455369090e-24 1.643024050915050925e-17 9.999999915831743191e-01 9.860281008788159829e-01
3.425000000000000000e+02 2.134237244051092668e-25 2.883525038932310434e-18 9.999999917396729110e-01 9.860453305227196985e-01
3.433333333333333712e+02 4.203927421498502408e-25 5.751186228300067413e-18 9.999999918083303241e-01 9.860530333768883215e-01
3.441666666666666856e+02 3.283923632148882176e-24 4.549200184550303394e-17 9.999999922095961224e-01 9.860987451675800042e-01
3.450000000000000000e+02 2.943082472432463166e-27 4.128602551357185284e-20 9.999999925656420929e-01 9.861393616299056752e-01
3.458333333333333144e+02 8.416749135149702363e-25 1.195701631162560801e-17 9.999999926571343511e-01 9.861500640398869200e-01
3.466666666666666856e+02 6.842255574273253635e-25 9.844076044978838949e-18 9.999999928224257983e-01 9.861695101794595297e-01
3.475000000000000000e+02 1.341442744723163872e-25 1.954630912245661780e-18 9.999999929110747754e-01 9.861800342308300049e-01
3.483333333333333144e+02 4.783615449486727262e-25 7.059693636052165952e-18 9.999999929774237017e-01 9.861880746306843637e-01
3.491666666666666288e+02 6.349104554795390961e-25 9.490724445650211772e-18 9.999999930980175700e-01 9.862028367395920814e-01
3.500000000000000000e+02 6.372072543766874155e-25 9.648182449531226988e-18 9.999999932358182297e-01 9.862199073698825202e-01
3.508333333333333144e+02 7.030400305945549665e-25 1.078310138746296225e-17 9.999999933809989860e-01 9.862381303882576944e-01
3.516666666666666288e+02 1.745379445525120336e-25 2.711899368324498694e-18 9.999999934760614995e-01 9.862501666301375369e-01
3.525000000000000000e+02 2.741674933784643205e-25 4.315601237358427865e-18 9.999999935246671745e-01 9.862564344261697258e-01
3.533333333333333144e+02 7.543658919385136375e-25 1.203014617211927551e-17 9.999999936360818298e-01 9.862710129703431416e-01
3.541666666666666288e+02 1.677565524565305721e-25 2.710529076180959021e-18 9.999999937359695945e-01 9.862841597882501254e-01
3.550000000000000000e+02 4.121344092399366771e-25 6.747170849092307930e-18 9.999999937987855692e-01 9.862925947680775129e-01
3.558333333333333712e+02 3.077882778299411884e-25 5.105826283814411876e-18 9.999999938767702989e-01 9.863031659248263638e-01
3.566666666666666856e+02 6.323136831778455427e-26 1.062920740810945486e-18 9.999999939169605945e-01 9.863086675089131061e-01
3.575000000000000000e+02 6.580778128988465719e-25 1.121046058020903549e-17 9.999999939950956485e-01 9.863196134070186805e-01
3.583333333333333144e+02 2.410570306606791643e-25 4.161671836480884607e-18 9.999999940924932940e-01 9.863333227253943125e-01
3.591666666666666856e+02 1.623250739614058689e-25 2.840270709927498285e-18 9.999999941361892297e-01 9.863395671998786973e-01
3.600000000000000000e+02 2.110608823458302375e-25 3.743110189521641032e-18 9.999999941766358758e-01 9.863454383565317674e-01
3.608333333333333144e+02 4.615729160998041304e-25 8.297379001763390406e-18 9.999999942494980365e-01 9.863561761528281124e-01
3.616666666666666856e+02 5.458573913015556698e-25 9.946744009694795168e-18 9.999999943586268536e-01 9.863724461723747394e-01
3.625000000000000000e+02 2.755287640868370611e-25 5.089739981881635789e-18 9.999999944476025693e-01 9.863858554334142825e-01
3.633333333333333144e+02 6.521574415720826217e-25 1.221333229729663589e-17 9.999999945480930741e-01 9.864012857708025495e-01
3.641666666666666288e+02 2.636624587155445921e-25 5.006216658561603570e-18 9.999999946472982737e-01 9.864166413850806725e-01
3.650000000000000000e+02 4.976698652611483397e-26 9.580965406140569899e-19 9.999999946812501150e-01 9.864219600338666183e-01
3.658333333333333144e+02 9.143624624939656034e-25 1.784926227629518816e-17 9.999999947856882399e-01 9.864387312215597836e-01
3.666666666666666288e+02 2.201954802406738501e-25 4.358851015553140018e-18 9.999999949085879303e-01 9.864585346152826562e-01
3.674999999999999432e+02 1.397666840511570784e-26 2.805803425076543709e-19 9.999999949339543059e-01 9.864626716335764822e-01
3.683333333333333712e+02 3.882061950995423884e-25 7.903776296590803681e-18 9.999999949775204566e-01 9.864699696479840574e-01
3.691666666666666856e+02 1.175297752835375125e-25 2.426988768965120937e-18 9.999999950323036346e-01 9.864791815438856970e-01
3.700000000000000000e+02 1.468720825490382687e-25 3.076354137561220082e-18 9.999999950609446131e-01 9.864840888144360553e-01
3.708333333333333712e+02 1.140764047282372744e-25 2.423818537726570579e-18 9.999999950892115574e-01 9.864889932337357337e-01
3.716666666666666856e+02 7.639133628238997420e-27 1.646592140365407827e-19 9.999999951023963440e-01 9.864913013310599998e-01
3.725000000000000000e+02 1.082946796975381295e-24 2.368195928996355121e-17 9.999999952205327336e-01 9.865125646618950750e-01
3.733333333333333144e+02 6.286254759049681629e-25 1.394769591274770116e-17 9.999999954059367591e-01 9.865461169904288230e-01
3.741666666666666856e+02 1.235317823491083767e-24 2.781128659960854564e-17 9.999999956078462482e-01 9.865833498810481217e-01
3.750000000000000000e+02 3.785106255130095395e-25 8.647383593165422273e-18 9.999999957826622987e-01 9.866158557904587401e-01
3.758333333333333144e+02 1.769411652392856901e-25 4.102350026481385334e-18 9.999999958428308355e-01 9.866272229760736368e-01
3.766666666666666288e+02 2.230421404141132589e-25 5.248332719567011832e-18 9.999999958861586213e-01 9.866355596118192572e-01
3.775000000000000000e+02 9.411057914724008860e-26 2.247695311267648720e-18 9.999999959205138067e-01 9.866422426724333894e-01
3.783333333333333144e+02 5.781025192163622629e-25 1.401531638611940658e-17 9.999999959933305593e-01 9.866567417545885066e-01
3.791666666666666288e+02 8.102891367770876870e-26 1.994215803020181303e-18 9.999999960647301123e-01 9.866710146421896477e-01
3.800000000000000000e+02 1.033132549542196038e-25 2.581415283960801955e-18 9.999999960846989167e-01 9.866750938907322688e-01
3.808333333333333144e+02 5.714579279195982534e-25 1.449746153521155339e-17 9.999999961577925589e-01 9.866903198345388093e-01
