#F tmpPSD.dat
#S 1  power spectral density
#N 5
#L  freq[m^-1]  psd_heights[m^3]  psd_slopes[rad^3]  csd_h  csd_s
3.816666666666666288e+02 9.173136360068897890e-27 2.363024264033055087e-19 9.999999962206888027e-01 9.867034549042761338e-01
3.825000000000000000e+02 4.359597126438689373e-27 1.140451107785165225e-19 9.999999962221547412e-01 9.867037672350551514e-01
3.833333333333333712e+02 1.302672274973071362e-25 3.460855181193714605e-18 9.999999962367380757e-01 9.867069542116838621e-01
3.841666666666666856e+02 4.794173041824472680e-25 1.293655042669433894e-17 9.999999963027813576e-01 9.867215721513984406e-01
3.850000000000000000e+02 1.148909515231322732e-24 3.149099214509317475e-17 9.999999964791679297e-01 9.867611772761751832e-01
3.858333333333333144e+02 2.799098229344153852e-26 7.793889666377938338e-19 9.999999966066543955e-01 9.867899438502187870e-01
3.866666666666666856e+02 1.709548300418378349e-25 4.836081433588800796e-18 9.999999966282049346e-01 9.867949495264841664e-01
3.875000000000000000e+02 3.666483762982257149e-26 1.053851224089372597e-18 9.999999966506951665e-01 9.868001998333676417e-01
3.883333333333333144e+02 6.643117394191200682e-25 1.940263237025835400e-17 9.999999967266275380e-01 9.868184345984882810e-01
3.891666666666666856e+02 1.235297646902272623e-25 3.666588023957181730e-18 9.999999968119694937e-01 9.868389979345133511e-01
3.900000000000000000e+02 1.065583318251214562e-25 3.214570763277488774e-18 9.999999968368936676e-01 9.868451315473524277e-01
3.908333333333333144e+02 3.093874674348632806e-25 9.486967385153993391e-18 9.999999968819505147e-01 9.868564531329860889e-01
3.916666666666666288e+02 3.259692008709571675e-25 1.016096972882431459e-17 9.999999969507747943e-01 9.868739661735490554e-01
3.925000000000000000e+02 7.778942995634785102e-26 2.465236746857446585e-18 9.999999969945114753e-01 9.868852202834361709e-01
3.933333333333333144e+02 2.853524097964247438e-25 9.194865504778793965e-18 9.999999970338483424e-01 9.868956131621775540e-01
3.941666666666666288e+02 1.647014350559763901e-25 5.396773036201511550e-18 9.999999970825999007e-01 9.869086188227618184e-01
3.950000000000000000e+02 4.606178325834708469e-25 1.534964778393360041e-17 9.999999971503369389e-01 9.869271100018841558e-01
3.958333333333333144e+02 1.876883646255045552e-25 6.361575936096913631e-18 9.999999972205638743e-01 9.869464607339253348e-01
3.966666666666666856e+02 8.450766629253214988e-26 2.913686580548076960e-18 9.999999972500492884e-01 9.869547274539721693e-01
3.975000000000000000e+02 1.466913027244010141e-25 5.145421908132541177e-18 9.999999972750936994e-01 9.869619102018613033e-01
3.983333333333333712e+02 1.859940142427541238e-26 6.637995231764289420e-19 9.999999972929984882e-01 9.869670876866603049e-01
3.991666666666666856e+02 1.294374941676471523e-25 4.700799970071666172e-18 9.999999973090343275e-01 9.869718688767957770e-01
4.000000000000000000e+02 2.402247547082889090e-25 8.878844456206887521e-18 9.999999973490776295e-01 9.869839716081766356e-01
4.008333333333333144e+02 1.613576772777644236e-27 6.070292429490033964e-20 9.999999973752743410e-01 9.869919388153572948e-01
4.016666666666666856e+02 3.033643982090465139e-25 1.161772652586529884e-17 9.999999974083106924e-01 9.870023469039207464e-01
4.025000000000000000e+02 1.863142185554754965e-25 7.264326854330535139e-18 9.999999974613545950e-01 9.870191747978740437e-01
4.033333333333333144e+02 2.511649554870075917e-25 9.971456185215660821e-18 9.999999975087440207e-01 9.870345352670990557e-01
4.041666666666666856e+02 2.630849897995101037e-25 1.063663286135135282e-17 9.999999975644495720e-01 9.870529008098081203e-01
4.050000000000000000e+02 1.269291633849388685e-25 5.226820190404477862e-18 9.999999976066974439e-01 9.870670377890859992e-01
4.058333333333333144e+02 1.164915571968904493e-25 4.886515119177734947e-18 9.999999976330655738e-01 9.870760503498876570e-01
4.066666666666666288e+02 1.525669831317919874e-25 6.520122729016956030e-18 9.999999976622111486e-01 9.870862153464343702e-01
4.075000000000000000e+02 3.080399380742558664e-27 1.341391654852935593e-19 9.999999976790714395e-01 9.870921452267920060e-01
4.083333333333333144e+02 1.578622705451896235e-25 7.005585487990058855e-18 9.999999976965053827e-01 9.870985076829199567e-01
4.091666666666666288e+02 2.728665810814147179e-26 1.234239285009024176e-18 9.999999977165614506e-01 9.871058504254227595e-01
4.100000000000000000e+02 1.112876219901808096e-25 5.131513639174435032e-18 9.999999977315723321e-01 9.871115230917345551e-01
4.108333333333333712e+02 1.562944447993915389e-25 7.347841431563015497e-18 9.999999977605579238e-01 9.871226436325066800e-01
4.116666666666666856e+02 1.215138512664432115e-25 5.825443275711629196e-18 9.999999977906510740e-01 9.871343824084809482e-01
4.125000000000000000e+02 6.132326042263006582e-26 2.998376233181090885e-18 9.999999978104566756e-01 9.871422452774880618e-01
4.133333333333333712e+02 6.058323162390402409e-26 3.021643253442190555e-18 9.999999978236621123e-01 9.871476096559712587e-01
4.141666666666666856e+02 7.119114709735980891e-25 3.622598815807788713e-17 9.999999979073417311e-01 9.871825821088815456e-01
4.150000000000000000e+02 2.384269854891245384e-25 1.238021818551144890e-17 9.999999980102859398e-01 9.872258920056505849e-01
4.158333333333333144e+02 7.371297415599388788e-26 3.906359085927751328e-18 9.999999980440982261e-01 9.872404035130677435e-01
4.166666666666666856e+02 6.801576135075443065e-27 3.679352734473942130e-19 9.999999980528199162e-01 9.872442119178519437e-01
4.175000000000000000e+02 4.571697657189688726e-26 2.524950896620989866e-18 9.999999980585089210e-01 9.872467894768527374e-01
4.183333333333333144e+02 5.012825074983634303e-26 2.827178280569594302e-18 9.999999980688911716e-01 9.872515582014397273e-01
4.191666666666666288e+02 1.840942340658218707e-26 1.060448114796529812e-18 9.999999980763154550e-01 9.872550220457653181e-01
4.200000000000000000e+02 2.315879386886713525e-25 1.362790031571579885e-17 9.999999981033960150e-01 9.872681091381744212e-01
4.208333333333333144e+02 1.033655028297985248e-25 6.214975780083368885e-18 9.999999981396796578e-01 9.872857885599328753e-01
4.216666666666666288e+02 3.875388947436867842e-27 2.381326088283621016e-19 9.999999981512963654e-01 9.872915380223914461e-01
4.225000000000000000e+02 3.713307961470483273e-26 2.332358016815945405e-18 9.999999981557385897e-01 9.872938282177963210e-01
4.233333333333333144e+02 1.089049461486082217e-26 6.993675494756030785e-19 9.999999981609406507e-01 9.872965293466549053e-01
4.241666666666666856e+02 9.612972417287931311e-27 6.312977585598963681e-19 9.999999981631615409e-01 9.872977149062680535e-01
4.250000000000000000e+02 1.248016894473515080e-25 8.383259590233680193e-18 9.999999981777218938e-01 9.873057464113906834e-01
4.258333333333333712e+02 8.004666495810545798e-26 5.501119133588233198e-18 9.999999981999118104e-01 9.873181165480916510e-01
4.266666666666666856e+02 1.125198119428718265e-25 7.913232679806206976e-18 9.999999982207714577e-01 9.873300677722099961e-01
4.275000000000000000e+02 3.115010672275493493e-26 2.242362234727613627e-18 9.999999982363343420e-01 9.873391155817407006e-01
4.283333333333333144e+02 8.170682967949546927e-28 6.021885863047170475e-20 9.999999982397971277e-01 9.873411669827899528e-01
4.291666666666666856e+02 9.047853975894382725e-27 6.828996078486643265e-19 9.999999982408657173e-01 9.873418290363050742e-01
4.300000000000000000e+02 4.228729787369922512e-26 3.269415923030605743e-18 9.999999982464264914e-01 9.873453501960738343e-01
4.308333333333333144e+02 1.637517301673705553e-25 1.297208154967331038e-17 9.999999982687454159e-01 9.873598197863712178e-01
4.316666666666666856e+02 2.998003174087213681e-26 2.434090986370913481e-18 9.999999982897311845e-01 9.873735449876468451e-01
4.325000000000000000e+02 8.249770569448473765e-27 6.866697068981286025e-19 9.999999982938723164e-01 9.873763252181382288e-01
4.333333333333333144e+02 2.649486738681895704e-25 2.261478494965243534e-17 9.999999983234664214e-01 9.873970838244181536e-01
4.341666666666666288e+02 5.033034784922117098e-26 4.406683841596767912e-18 9.999999983576185469e-01 9.874211559394975302e-01
4.350000000000000000e+02 1.909778853650727269e-25 1.715718842984149686e-17 9.999999983837579709e-01 9.874403657256988209e-01
4.358333333333333144e+02 2.308142842091408016e-26 2.128335226942770751e-18 9.999999984069457559e-01 9.874575455696171788e-01
4.366666666666666288e+02 3.267525252789149826e-26 3.093480449656885005e-18 9.999999984129854802e-01 9.874621971926795805e-01
4.374999999999999432e+02 1.171556730587127312e-25 1.139156119658478555e-17 9.999999984292157196e-01 9.874751004353508055e-01
4.383333333333333712e+02 1.609632898241184854e-25 1.607986901404760817e-17 9.999999984593426205e-01 9.874995714607861519e-01
4.391666666666666856e+02 1.013441274169562403e-25 1.040490701716915436e-17 9.999999984877570025e-01 9.875231630194003518e-01
4.400000000000000000e+02 7.050100007010446099e-26 7.441683122168099708e-18 9.999999985063717789e-01 9.875390597163945516e-01
4.408333333333333712e+02 1.043000218261788213e-25 1.132278340429498428e-17 9.999999985253068546e-01 9.875557737279339054e-01
4.416666666666666856e+02 1.555520657075460125e-25 1.737395073326890339e-17 9.999999985534551161e-01 9.875813341284398472e-01
4.425000000000000000e+02 1.054871823104164620e-27 1.212668945639443665e-19 9.999999985704193239e-01 9.875969169279477100e-01
4.433333333333333144e+02 9.734687148873320234e-26 1.152271828661546144e-17 9.999999985810784642e-01 9.876072879622637135e-01
4.441666666666666856e+02 2.325598217817857217e-26 2.835526457395183877e-18 9.999999985941427916e-01 9.876200763762540413e-01
4.450000000000000000e+02 1.397980087535497764e-25 1.756495586063328899e-17 9.999999986118054407e-01 9.876382461267509960e-01
4.458333333333333144e+02 1.006971768334396196e-25 1.304358432340090728e-17 9.999999986378567129e-01 9.876655070874704734e-01
4.466666666666666288e+02 2.180002593984439684e-26 2.912477276966205518e-18 9.999999986511262096e-01 9.876797177761775792e-01
4.475000000000000000e+02 2.304126047474159881e-26 3.176405946780066083e-18 9.999999986559834353e-01 9.876851405657246508e-01
4.483333333333333144e+02 1.485034126489934954e-28 2.113465277165641066e-20 9.999999986584954259e-01 9.876879882992917192e-01
4.491666666666666288e+02 6.806052289786911683e-26 1.000447261198363702e-17 9.999999986658842932e-01 9.876969170641478613e-01
4.500000000000000000e+02 4.538891674747663589e-26 6.894570952828243120e-18 9.999999986781733519e-01 9.877119671005922807e-01
4.508333333333333144e+02 5.510987732756495951e-26 8.655077308655139596e-18 9.999999986890598658e-01 9.877258151830997646e-01
4.516666666666666856e+02 3.609623333917067175e-27 5.864361100099125469e-19 9.999999986954206666e-01 9.877340453248919516e-01
4.525000000000000000e+02 5.514110347851302285e-26 9.272415111815883046e-18 9.999999987017847980e-01 9.877428251687472294e-01
4.533333333333333712e+02 5.847599904857766851e-26 1.018364864794623485e-17 9.999999987140921753e-01 9.877601516239907786e-01
4.541666666666666856e+02 6.125588805839692569e-26 1.105453812639998319e-17 9.999999987270619117e-01 9.877790647888943232e-01
4.550000000000000000e+02 2.485040465096361648e-26 4.650089175802643569e-18 9.999999987363892284e-01 9.877930499403984044e-01
4.558333333333333144e+02 3.970506688601304724e-26 7.708799588213606141e-18 9.999999987433820792e-01 9.878040555339770989e-01
4.566666666666666856e+02 1.721703775149871121e-26 3.470568843855499738e-18 9.999999987495480358e-01 9.878140106587792735e-01
4.575000000000000000e+02 1.703420109589072696e-26 3.567507173707047433e-18 9.999999987532584012e-01 9.878202779492998298e-01
4.583333333333333144e+02 8.474735119455445806e-27 1.845360391002900219e-18 9.999999987560217463e-01 9.878250979914692254e-01
4.591666666666666856e+02 7.213473422445655337e-26 1.634311975120451790e-17 9.999999987647535393e-01 9.878412942696241927e-01
4.600000000000000000e+02 1.133045939291567155e-25 2.673068617971524665e-17 9.999999987848410266e-01 9.878796491005044089e-01
4.608333333333333144e+02 7.045185532243407354e-26 1.732118462616456047e-17 9.999999988047463262e-01 9.879188733036268211e-01
4.616666666666666288e+02 4.063549657657474703e-26 1.042026059247372345e-17 9.999999988167797005e-01 9.879435737501236492e-01
4.625000000000000000e+02 4.130216365668683015e-26 1.105642364681043573e-17 9.999999988256556005e-01 9.879626957504565876e-01
4.633333333333333144e+02 2.036396502793869915e-26 5.696011054263485625e-18 9.999999988323353683e-01 9.879776112066879223e-01
4.641666666666666288e+02 2.795299354789194012e-26 8.177471431082956457e-18 9.999999988375692928e-01 9.879899632300769285e-01
4.650000000000000000e+02 1.616406327989362995e-26 4.950603929263242491e-18 9.999999988423481367e-01 9.880016514504811331e-01
4.658333333333333712e+02 4.124217060589877701e-26 1.323796396877432217e-17 9.999999988485666069e-01 9.880178449125778251e-01
4.666666666666666856e+02 1.010041329422365965e-26 3.401479411407185924e-18 9.999999988541282692e-01 9.880326589413170879e-01
4.675000000000000000e+02 5.064860721760007497e-26 1.791619095786371891e-17 9.999999988607088941e-01 9.880516376519522526e-01
4.683333333333333712e+02 2.903568203797678758e-26 1.080153219147918799e-17 9.999999988693406561e-01 9.880772039104883664e-01
4.691666666666666856e+02 2.335003460212203996e-26 9.146793468262628781e-18 9.999999988750152280e-01 9.880949627302713090e-01
4.700000000000000000e+02 1.506310934795339163e-26 6.221658333236982505e-18 9.999999988791762329e-01 9.881086441403533760e-01
4.708333333333333144e+02 7.542112869897919129e-26 3.289338801741621902e-17 9.999999988889779479e-01 9.881434645544465711e-01
4.716666666666666856e+02 4.774434858371168874e-26 2.201961937761686029e-17 9.999999989023197200e-01 9.881923463238320160e-01
4.725000000000000000e+02 6.911024111626527409e-26 3.375887621336193261e-17 9.999999989149778168e-01 9.882419960472814680e-01
4.733333333333333144e+02 9.218610381289190352e-26 4.777435398910683692e-17 9.999999989324501737e-01 9.883145661654835212e-01
4.741666666666666856e+02 1.169619810436081167e-25 6.442110643645251849e-17 9.999999989551058288e-01 9.884144190426942256e-01
4.750000000000000000e+02 9.848209326373992475e-26 5.775818745438960986e-17 9.999999989784434939e-01 9.885231459627467077e-01
4.758333333333333144e+02 6.345018416787813280e-26 3.970395839420045927e-17 9.999999989959846847e-01 9.886098686066525643e-01
4.766666666666666288e+02 8.550966709299427169e-26 5.721250865915445886e-17 9.999999990121205551e-01 9.886960981579006047e-01
4.775000000000000000e+02 7.686919705341359137e-26 5.511853239701363740e-17 9.999999990297100405e-01 9.887960331191636421e-01
4.783333333333333144e+02 2.561637957013073533e-26 1.973324932183995422e-17 9.999999990408117156e-01 9.888626191668492549e-01
4.791666666666666288e+02 1.505364333582537724e-25 1.249117648195547191e-16 9.999999990598932298e-01 9.889912786165269143e-01
4.800000000000000000e+02 1.047704746036422388e-25 9.391073954895146827e-17 9.999999990875489964e-01 9.891858859619387934e-01
4.808333333333333712e+02 2.702318434238930929e-25 2.624583042962704378e-16 9.999999991281706135e-01 9.895027368610604945e-01
4.816666666666666856e+02 8.323564873215775028e-25 8.788704768348397161e-16 9.999999992476071853e-01 9.905168203643557323e-01
4.825000000000000000e+02 7.118601167014678823e-25 8.201100647583033888e-16 9.999999994148827120e-01 9.920244636360162627e-01
4.833333333333333712e+02 5.662072254628339499e-25 7.145428985138457529e-16 9.999999995533278563e-01 9.933843188548252545e-01
4.841666666666666856e+02 8.243023551353520605e-25 1.144437189729183684e-15 9.999999997039531463e-01 9.950290710991661625e-01
4.850000000000000000e+02 5.465218281833027635e-25 8.387466118693121060e-16 9.999999998524461420e-01 9.967807218996186380e-01
4.858333333333333144e+02 1.595448580624241885e-25 2.720866371926003937e-16 9.999999999289299613e-01 9.977605237999940258e-01
4.866666666666666856e+02 7.645350712425157192e-26 1.457338930588947801e-16 9.999999999544941787e-01 9.981288102556501451e-01
4.875000000000000000e+02 6.632221966182692831e-27 1.422321698320161928e-17 9.999999999634944237e-01 9.982697679300485127e-01
4.883333333333333144e+02 2.622305589687796009e-26 6.373676587251672440e-17 9.999999999670534656e-01 9.983384607439471647e-01
4.891666666666666288e+02 2.825297222187757598e-26 7.847977192341556094e-17 9.999999999729544120e-01 9.984637597077408167e-01
4.900000000000000000e+02 2.651180719989105422e-26 8.496829343597035166e-17 9.999999999788866667e-01 9.986077451544552730e-01
4.908333333333333144e+02 3.346103883739738689e-27 1.250996314816370580e-17 9.999999999821210794e-01 9.986936062817125537e-01
4.916666666666666288e+02 5.917861044408729448e-27 2.614287145032464360e-17 9.999999999831246100e-01 9.987276505582531883e-01
4.925000000000000000e+02 4.084914920874267800e-26 2.164871999605217565e-16 9.999999999881905577e-01 9.989413254682418808e-01
4.933333333333333712e+02 9.555277809229288001e-27 6.186763977431891375e-17 9.999999999936505235e-01 9.991864055170980308e-01
4.941666666666666856e+02 2.727589849119351285e-27 2.206197172848321608e-17 9.999999999949811258e-01 9.992602903120885172e-01
4.950000000000000000e+02 1.730962466179108499e-27 1.798456499926648488e-17 9.999999999954640728e-01 9.992955420966285196e-01
4.958333333333333712e+02 1.517218362324758150e-26 2.098862220999719723e-16 9.999999999972950526e-01 9.994961063610027230e-01
4.966666666666666856e+02 5.489306325861733970e-28 1.060665437711949793e-17 9.999999999989980237e-01 9.996901385292519260e-01
4.975000000000000000e+02 2.582430080572320740e-27 7.454348391962555645e-17 9.999999999993373079e-01 9.997650599680361072e-01
4.983333333333333144e+02 1.607415113515202648e-27 7.670328260581359335e-17 9.999999999997911670e-01 9.998981243056783708e-01
4.991666666666666856e+02 1.321971764393378420e-28 1.236448525017563464e-17 9.999999999999794609e-01 9.999764763319890504e-01
5.000000000000000000e+02 5.533899433644192023e-29 1.437773740683315700e-17 1.000000000000000000e+00 1.000000000000000000e+00
