#F tmpHistoHeights.dat
#S  1  histograms of heights
#N 3
#L  heights[m] at bin center  counts  Gaussian with StDev = 4.38545e-08
-6.810725053120821205e-08 2.500000000000000000e+01 5.015087179773066062e+00
-6.678053162382402965e-08 4.200000000000000000e+01 5.253006029614117445e+00
-6.545381271643983402e-08 3.300000000000000000e+01 5.497178409387430520e+00
-6.412709380905563839e-08 2.300000000000000000e+01 5.747437871858438463e+00
-6.280037490167145599e-08 1.600000000000000000e+01 6.003593228814444238e+00
-6.147365599428727359e-08 7.000000000000000000e+00 6.265428140324023509e+00
-6.014693708690307796e-08 6.000000000000000000e+00 6.532700803072891915e+00
-5.882021817951888895e-08 8.000000000000000000e+00 6.805143743937506429e+00
-5.749349927213469993e-08 5.000000000000000000e+00 7.082463724540882133e+00
-5.616678036475051091e-08 5.000000000000000000e+00 7.364341762057491358e+00
-5.484006145736632190e-08 6.000000000000000000e+00 7.650433270996487067e+00
-5.351334254998213288e-08 6.000000000000000000e+00 7.940368330097560268e+00
-5.218662364259794387e-08 5.000000000000000000e+00 8.233752077823327298e+00
-5.085990473521375485e-08 2.700000000000000000e+01 8.530165239230223406e+00
-4.953318582782956584e-08 3.200000000000000000e+01 8.829164786249689811e+00
-4.820646692044537682e-08 3.100000000000000000e+01 9.130284732617967691e+00
-4.687974801306118781e-08 1.600000000000000000e+01 9.433037063860604476e+00
-4.555302910567699879e-08 1.600000000000000000e+01 9.736912801872669831e+00
-4.422631019829280978e-08 2.400000000000000000e+01 1.004138320274379481e+01
-4.289959129090862076e-08 3.000000000000000000e+01 1.034590108556474064e+01
-4.157287238352443175e-08 2.300000000000000000e+01 1.064990228902643921e+01
-4.024615347614024273e-08 5.000000000000000000e+00 1.095280725169069136e+01
-3.891943456875605372e-08 3.000000000000000000e+00 1.125402271088120720e+01
-3.759271566137186470e-08 4.000000000000000000e+00 1.155294351422270260e+01
-3.626599675398767569e-08 5.000000000000000000e+00 1.184895453695190426e+01
-3.493927784660348667e-08 4.000000000000000000e+00 1.214143269724574026e+01
-3.361255893921929766e-08 3.000000000000000000e+00 1.242974906096695875e+01
-3.228584003183510864e-08 5.000000000000000000e+00 1.271327102642337614e+01
-3.095912112445091963e-08 3.000000000000000000e+00 1.299136457898218922e+01
-2.963240221706673061e-08 5.000000000000000000e+00 1.326339660468249271e+01
-2.830568330968254160e-08 4.000000000000000000e+00 1.352873725135462912e+01
-2.697896440229835258e-08 3.000000000000000000e+00 1.378676232519104694e+01
-2.565224549491416356e-08 3.000000000000000000e+00 1.403685571022603895e+01
-2.432552658752997455e-08 3.000000000000000000e+00 1.427841179777711744e+01
-2.299880768014578553e-08 3.000000000000000000e+00 1.451083791258347055e+01
-2.167208877276159652e-08 3.000000000000000000e+00 1.473355672215170031e+01
-2.034536986537740750e-08 3.000000000000000000e+00 1.494600861568904904e+01
-1.901865095799321849e-08 3.000000000000000000e+00 1.514765403897280471e+01
-1.769193205060902947e-08 3.000000000000000000e+00 1.533797577157279513e+01
-1.636521314322484046e-08 2.000000000000000000e+00 1.551648113301371090e+01
-1.503849423584065144e-08 3.000000000000000000e+00 1.568270410473458298e+01
-1.371177532845646243e-08 3.000000000000000000e+00 1.583620735507412292e+01
-1.238505642107227341e-08 3.000000000000000000e+00 1.597658415498035112e+01
-1.105833751368808440e-08 3.000000000000000000e+00 1.610346017270880026e+01
-9.731618606303895382e-09 3.000000000000000000e+00 1.621649513643168916e+01
-8.404899698919712984e-09 3.000000000000000000e+00 1.631538435442639212e+01
-7.078180791535517351e-09 3.000000000000000000e+00 1.639986008333996637e+01
-5.751461884151321719e-09 2.200000000000000000e+01 1.646969273593133565e+01
-4.424742976767139321e-09 1.500000000000000000e+01 1.652469192066693182e+01
-3.098024069382956923e-09 1.400000000000000000e+01 1.656470730658164925e+01
-1.771305161998761291e-09 1.200000000000000000e+01 1.658962930790676538e+01
-4.445862546145656578e-10 1.600000000000000000e+01 1.659938958410112164e+01
8.821326527696167399e-10 2.200000000000000000e+01 1.659396135209233947e+01
2.208851560153799138e-09 9.000000000000000000e+00 1.657335950873136809e+01
3.535570467537994770e-09 9.000000000000000000e+00 1.653764056267685234e+01
4.862289374922190403e-09 8.000000000000000000e+00 1.648690237614519916e+01
6.189008282306372801e-09 5.000000000000000000e+00 1.642128371817813459e+01
7.515727189690555199e-09 7.000000000000000000e+00 1.634096363228193383e+01
8.842446097074750831e-09 7.000000000000000000e+00 1.624616062247131509e+01
1.016916500445894646e-08 6.000000000000000000e+00 1.613713166289689838e+01
1.149588391184312886e-08 7.000000000000000000e+00 1.601417103733849245e+01
1.282260281922731126e-08 6.000000000000000000e+00 1.587760901589886942e+01
1.414932172661150689e-08 1.000000000000000000e+01 1.572781037722524466e+01
1.547604063399570252e-08 1.300000000000000000e+01 1.556517278551108063e+01
1.680275954137988492e-08 1.200000000000000000e+01 1.539012503238169138e+01
1.812947844876406732e-08 1.600000000000000000e+01 1.520312515453717594e+01
1.945619735614826295e-08 1.700000000000000000e+01 1.500465843870994931e+01
2.078291626353245859e-08 1.500000000000000000e+01 1.479523532608656744e+01
2.210963517091664098e-08 2.800000000000000000e+01 1.457538922884118726e+01
2.343635407830082338e-08 1.000000000000000000e+01 1.434567427182745369e+01
2.476307298568501901e-08 9.000000000000000000e+00 1.410666297277530568e+01
2.608979189306921465e-08 8.000000000000000000e+00 1.385894387453758902e+01
2.741651080045339704e-08 9.000000000000000000e+00 1.360311914302860536e+01
2.874322970783757944e-08 1.000000000000000000e+01 1.333980214449351820e+01
